TotalSteps,TotalDistance,VeryActiveDistance,ModeratelyActiveDistance,LightActiveDistance,VeryActiveMinutes,FairlyActiveMinutes,LightlyActiveMinutes,SedentaryMinutes,Calories,TotalSleepRecords,TotalMinutesAsleep,TotalTimeInBed,SleepEfficiency
13318.0,10.5600004196167,5.61999988555908,1.02999997138977,3.91000008583069,123.0,21.0,174.0,699.0,4163.0,1.0,424.0,455.0,93.18681318681318
14461.0,11.4700002670288,4.90999984741211,1.14999997615814,5.40999984741211,60.0,23.0,190.0,729.0,3666.0,1.0,513.0,533.0,96.24765478424015
11207.0,8.89000034332275,5.36999988555908,1.07000005245209,2.44000005722046,64.0,21.0,142.0,563.0,3363.0,2.0,611.0,689.0,88.67924528301887
2132.0,1.69000005722046,0.0,0.0,1.69000005722046,0.0,0.0,93.0,599.0,2572.0,2.0,525.0,591.0,88.83248730964468
13630.0,10.8100004196167,5.05000019073486,0.560000002384186,5.19999980926514,117.0,10.0,174.0,720.0,4157.0,1.0,398.0,451.0,88.24833702882484
13070.0,10.3599996566772,5.30000019073486,0.879999995231628,4.17999982833862,120.0,19.0,154.0,737.0,4092.0,1.0,387.0,421.0,91.92399049881234
9388.0,7.44000005722046,2.23000001907349,0.439999997615814,4.78000020980835,82.0,8.0,169.0,763.0,3787.0,1.0,381.0,409.0,93.15403422982885
15148.0,12.0100002288818,6.90000009536743,0.819999992847443,4.28999996185303,137.0,16.0,145.0,677.0,4236.0,1.0,396.0,417.0,94.96402877697841
12200.0,9.67000007629395,4.90999984741211,0.589999973773956,4.17999982833862,113.0,12.0,159.0,769.0,4044.0,1.0,441.0,469.0,94.02985074626866
5709.0,4.53000020980835,1.51999998092651,0.519999980926514,2.48000001907349,19.0,10.0,136.0,740.0,2908.0,1.0,565.0,591.0,95.60067681895093
3703.0,2.94000005722046,0.0,0.0,2.94000005722046,0.0,0.0,135.0,734.0,2741.0,1.0,458.0,492.0,93.08943089430895
12405.0,9.84000015258789,5.05000019073486,0.870000004768372,3.92000007629395,117.0,16.0,141.0,692.0,4005.0,1.0,388.0,402.0,96.51741293532339
12405.0,9.84000015258789,5.05000019073486,0.870000004768372,3.92000007629395,117.0,16.0,141.0,692.0,4005.0,1.0,388.0,402.0,96.51741293532339
16208.0,12.8500003814697,7.51000022888184,0.920000016689301,4.42000007629395,90.0,18.0,161.0,593.0,3763.0,1.0,550.0,584.0,94.17808219178082
7359.0,5.84000015258789,0.330000013113022,0.180000007152557,5.32999992370605,4.0,4.0,192.0,676.0,3061.0,1.0,531.0,600.0,88.5
5417.0,4.30000019073486,0.899999976158142,0.490000009536743,2.91000008583069,11.0,10.0,139.0,711.0,2884.0,1.0,506.0,556.0,91.00719424460432
6175.0,4.90000009536743,0.25,0.360000014305115,4.26999998092651,3.0,7.0,172.0,767.0,2982.0,1.0,527.0,562.0,93.77224199288257
2946.0,2.33999991416931,0.0,0.0,2.33999991416931,0.0,0.0,121.0,780.0,2660.0,1.0,468.0,555.0,84.32432432432432
11419.0,9.0600004196167,6.03000020980835,0.560000002384186,2.47000002861023,71.0,10.0,127.0,669.0,3369.0,1.0,475.0,539.0,88.12615955473099
6064.0,4.80999994277954,0.629999995231628,0.170000001788139,4.01000022888184,63.0,4.0,142.0,802.0,3491.0,1.0,351.0,385.0,91.16883116883116
8712.0,6.90999984741211,1.3400000333786,1.05999994277954,4.5,71.0,20.0,195.0,822.0,3784.0,1.0,405.0,429.0,94.4055944055944
7875.0,6.23999977111816,1.55999994277954,0.490000009536743,4.19999980926514,19.0,10.0,167.0,680.0,3110.0,1.0,441.0,477.0,92.45283018867924
8567.0,6.78999996185303,0.889999985694885,0.159999996423721,5.73999977111816,66.0,3.0,214.0,764.0,3783.0,1.0,381.0,417.0,91.36690647482014
7045.0,5.59000015258789,1.54999995231628,0.25,3.77999997138977,74.0,5.0,166.0,831.0,3644.0,1.0,323.0,355.0,90.98591549295774
4468.0,3.53999996185303,0.0,0.0,3.53999996185303,0.0,0.0,158.0,851.0,2799.0,2.0,459.0,513.0,89.47368421052632
2943.0,2.32999992370605,0.0,0.0,2.32999992370605,0.0,0.0,139.0,621.0,2685.0,1.0,545.0,606.0,89.93399339933993
8382.0,6.65000009536743,1.26999998092651,0.660000026226044,4.71999979019165,71.0,13.0,171.0,772.0,3721.0,1.0,359.0,399.0,89.97493734335839
6582.0,5.21999979019165,0.660000026226044,0.639999985694885,3.92000007629395,63.0,13.0,152.0,840.0,3586.0,1.0,342.0,391.0,87.46803069053708
9143.0,7.25,1.38999998569489,0.589999973773956,5.26999998092651,72.0,10.0,184.0,763.0,3788.0,1.0,368.0,387.0,95.09043927648578
4561.0,3.61999988555908,0.649999976158142,0.270000010728836,2.69000005722046,8.0,6.0,102.0,433.0,1976.0,1.0,496.0,546.0,90.84249084249085
2564.0,1.63999998569489,0.0,0.0,1.63999998569489,0.0,0.0,116.0,831.0,2044.0,1.0,458.0,493.0,92.90060851926978
1320.0,0.839999973773956,0.0,0.0,0.839999973773956,0.0,0.0,82.0,806.0,1934.0,1.0,531.0,552.0,96.19565217391305
1219.0,0.779999971389771,0.0,0.0,0.779999971389771,0.0,0.0,84.0,853.0,1963.0,1.0,486.0,503.0,96.62027833001989
2483.0,1.5900000333786,0.0,0.0,1.5900000333786,0.0,0.0,126.0,937.0,2009.0,1.0,363.0,377.0,96.28647214854111
3147.0,2.00999999046326,0.0,0.280000001192093,1.74000000953674,0.0,10.0,139.0,744.0,2188.0,1.0,528.0,547.0,96.52650822669105
4068.0,2.59999990463257,0.0500000007450581,0.280000001192093,2.26999998092651,1.0,20.0,195.0,817.0,2419.0,1.0,391.0,407.0,96.06879606879608
5245.0,3.35999989509583,0.159999996423721,0.439999997615814,2.75,8.0,45.0,232.0,795.0,2748.0,1.0,339.0,360.0,94.16666666666667
1758.0,1.12999999523163,0.0,0.0,1.12999999523163,0.0,0.0,112.0,900.0,2067.0,1.0,423.0,428.0,98.83177570093457
6157.0,3.94000005722046,0.0,0.0,3.94000005722046,0.0,0.0,310.0,714.0,2780.0,1.0,402.0,416.0,96.63461538461539
8360.0,5.34999990463257,0.140000000596046,0.280000001192093,4.92999982833862,6.0,14.0,380.0,634.0,3101.0,1.0,398.0,406.0,98.0295566502463
7174.0,4.59000015258789,0.330000013113022,0.360000014305115,3.91000008583069,10.0,20.0,301.0,749.0,2896.0,1.0,343.0,360.0,95.27777777777777
1619.0,1.03999996185303,0.0,0.0,1.03999996185303,0.0,0.0,79.0,834.0,1962.0,1.0,503.0,527.0,95.44592030360532
1831.0,1.16999995708466,0.0,0.0,1.16999995708466,0.0,0.0,101.0,916.0,2015.0,1.0,415.0,423.0,98.10874704491725
2421.0,1.54999995231628,0.0,0.0,1.54999995231628,0.0,0.0,156.0,739.0,2297.0,1.0,516.0,545.0,94.67889908256882
2283.0,1.46000003814697,0.0,0.0,1.46000003814697,0.0,0.0,129.0,848.0,2067.0,1.0,439.0,463.0,94.81641468682506
